Frequency (Hz)	Level (dB)
6448.242188	-113.120872
6449.707031	-97.038315
6451.171875	-113.652107
6452.636719	-100.631477
6454.101562	-101.105766
6455.566406	-99.835144
6457.031250	-99.934441
6458.496094	-101.311058
6459.960938	-105.536331
6461.425781	-98.712578
6462.890625	-100.651535
6464.355469	-103.113853
6465.820312	-111.529030
6467.285156	-103.173988
6468.750000	-100.892197
6470.214844	-100.014153
6471.679688	-100.430084
6473.144531	-99.473801
6474.609375	-97.864044
6476.074219	-98.923782
6477.539062	-102.970970
6479.003906	-100.971275
6480.468750	-103.320862
6481.933594	-114.493004
6483.398438	-104.134171
6484.863281	-97.598709
6486.328125	-103.118217
6487.792969	-102.293091
6489.257812	-98.748291
6490.722656	-101.001083
6492.187500	-96.815552
6493.652344	-99.500374
6495.117188	-98.506142
6496.582031	-98.905899
6498.046875	-101.151970
6499.511719	-100.346687
6500.976562	-104.190475
6502.441406	-105.460999
6503.906250	-113.672661
6505.371094	-97.309998
6506.835938	-103.519539
6508.300781	-98.347786
6509.765625	-99.106216
6511.230469	-104.206932
6512.695312	-103.768196
6514.160156	-98.001190
6515.625000	-102.362915
6517.089844	-98.036667
6518.554688	-105.965370
6520.019531	-102.083626
6521.484375	-98.011032
6522.949219	-101.968056
6524.414062	-102.275993
6525.878906	-95.586807
6527.343750	-99.915207
6528.808594	-99.097710
6530.273438	-110.264481
6531.738281	-100.308182
6533.203125	-97.640289
6534.667969	-101.160110
6536.132812	-105.921928
6537.597656	-98.571617
6539.062500	-113.945259
6540.527344	-103.115417
6541.992188	-112.965225
6543.457031	-98.666214
6544.921875	-101.827690
6546.386719	-107.043121
6547.851562	-97.950951
6549.316406	-103.166206
6550.781250	-101.751976
6552.246094	-112.499283
6553.710938	-103.858772
6555.175781	-103.644913
6556.640625	-108.475143
6558.105469	-97.416115
6559.570312	-96.681480
6561.035156	-100.263451
6562.500000	-115.558525
6563.964844	-100.865105
6565.429688	-99.200325
6566.894531	-105.572304
6568.359375	-96.689209
6569.824219	-100.475334
6571.289062	-107.226875
6572.753906	-109.075607
6574.218750	-102.112144
6575.683594	-104.771729
6577.148438	-105.106781
6578.613281	-101.443962
6580.078125	-107.622200
6581.542969	-98.700470
6583.007812	-101.450745
6584.472656	-99.048859
6585.937500	-101.948250
6587.402344	-97.874657
6588.867188	-107.905678
6590.332031	-103.068329
6591.796875	-98.211166
6593.261719	-102.344246
6594.726562	-105.313583
6596.191406	-98.965225
6597.656250	-101.819534
6599.121094	-96.490486
6600.585938	-95.059509
6602.050781	-103.035912
6603.515625	-99.761055
6604.980469	-102.902496
6606.445312	-106.660507
6607.910156	-102.610931
6609.375000	-95.993927
6610.839844	-97.051575
6612.304688	-109.102165
6613.769531	-97.082275
6615.234375	-100.153732
6616.699219	-98.679626
6618.164062	-96.953682
6619.628906	-102.920074
6621.093750	-95.627991
6622.558594	-102.281197
6624.023438	-100.477554
6625.488281	-100.967270
6626.953125	-92.236526
6628.417969	-102.062454
6629.882812	-111.442329
6631.347656	-93.541092
6632.812500	-99.043221
6634.277344	-102.782257
6635.742188	-92.762405
6637.207031	-92.058548
6638.671875	-110.384216
6640.136719	-98.094269
6641.601562	-92.508255
6643.066406	-95.113129
6644.531250	-92.618164
6645.996094	-95.089935
6647.460938	-102.459450
6648.925781	-96.883644
6650.390625	-95.837372
6651.855469	-92.256073
6653.320312	-99.119186
6654.785156	-97.411179
6656.250000	-98.461815
6657.714844	-96.750374
6659.179688	-104.421577
6660.644531	-101.394104
6662.109375	-99.321198
6663.574219	-105.171005
6665.039062	-107.578606
6666.503906	-98.904350
6667.968750	-96.639755
6669.433594	-97.146408
6670.898438	-104.328293
6672.363281	-108.805298
6673.828125	-98.164772
6675.292969	-105.291641
6676.757812	-101.833961
6678.222656	-99.558128
6679.687500	-97.744324
6681.152344	-99.610054
6682.617188	-103.489799
6684.082031	-102.856018
6685.546875	-97.337303
6687.011719	-93.876251
6688.476562	-112.439621
6689.941406	-106.614983
6691.406250	-105.237373
6692.871094	-94.244339
6694.335938	-97.465599
6695.800781	-97.067780
6697.265625	-103.969383
6698.730469	-98.769691
6700.195312	-103.266769
6701.660156	-101.646759
6703.125000	-99.695839
6704.589844	-102.237877
6706.054688	-107.379982
6707.519531	-97.506851
6708.984375	-101.663498
6710.449219	-103.257126
6711.914062	-105.042374
6713.378906	-97.327812
6714.843750	-99.067955
6716.308594	-98.524429
6717.773438	-106.190651
6719.238281	-102.750763
6720.703125	-101.912674
6722.167969	-102.828545
6723.632812	-108.189629
6725.097656	-99.315445
6726.562500	-107.831436
6728.027344	-98.195091
6729.492188	-99.226364
6730.957031	-99.923805
6732.421875	-111.422531
6733.886719	-98.172073
6735.351562	-101.398651
6736.816406	-112.690750
6738.281250	-104.611320
6739.746094	-98.210114
6741.210938	-107.219719
6742.675781	-106.525452
6744.140625	-102.960670
6745.605469	-99.502533
6747.070312	-96.524666
6748.535156	-106.179214
6750.000000	-106.291901
6751.464844	-101.043976
6752.929688	-100.249443
6754.394531	-100.943657
6755.859375	-106.382072
6757.324219	-106.501358
6758.789062	-96.166283
6760.253906	-102.019310
6761.718750	-97.828758
6763.183594	-105.289848
6764.648438	-97.241089
6766.113281	-109.657310
6767.578125	-106.263802
6769.042969	-101.287262
6770.507812	-99.320595
6771.972656	-107.671082
6773.437500	-101.417236
6774.902344	-105.714066
6776.367188	-97.008331
6777.832031	-98.580711
6779.296875	-97.264023
6780.761719	-102.775658
6782.226562	-107.343475
6783.691406	-106.133202
6785.156250	-97.517906
6786.621094	-101.706970
6788.085938	-103.464958
6789.550781	-99.440384
6791.015625	-101.415466
6792.480469	-103.523254
6793.945312	-103.615105
6795.410156	-101.485107
6796.875000	-101.587662
6798.339844	-97.779228
6799.804688	-102.628464
6801.269531	-105.439011
6802.734375	-106.673645
6804.199219	-99.858170
6805.664062	-100.717010
6807.128906	-100.474060
6808.593750	-101.072792
6810.058594	-100.003098
6811.523438	-98.839058
6812.988281	-99.328926
6814.453125	-104.849686
6815.917969	-98.522018
6817.382812	-110.642899
6818.847656	-103.697464
6820.312500	-98.233353
6821.777344	-103.176178
6823.242188	-102.554420
6824.707031	-97.290047
6826.171875	-97.892059
6827.636719	-101.963844
6829.101562	-103.592918
6830.566406	-105.315254
6832.031250	-106.578651
6833.496094	-99.939796
6834.960938	-103.312714
6836.425781	-100.171585
6837.890625	-99.799309
6839.355469	-102.952972
6840.820312	-101.442436
6842.285156	-104.009087
6843.750000	-102.615799
6845.214844	-100.210884
6846.679688	-101.077286
6848.144531	-104.603592
6849.609375	-100.810112
6851.074219	-103.768806
6852.539062	-98.031326
6854.003906	-102.190933
6855.468750	-108.139038
6856.933594	-101.243881
6858.398438	-104.499641
6859.863281	-103.103279
6861.328125	-98.721001
6862.792969	-109.838440
6864.257812	-101.096024
6865.722656	-98.668205
6867.187500	-105.002403
6868.652344	-102.461723
6870.117188	-112.531311
6871.582031	-102.134834
6873.046875	-103.036552
6874.511719	-98.336952
6875.976562	-105.027878
6877.441406	-102.573296
6878.906250	-106.932121
6880.371094	-103.941040
6881.835938	-110.918869
6883.300781	-103.742126
6884.765625	-104.826500
6886.230469	-102.866325
6887.695312	-109.345428
6889.160156	-98.760483
6890.625000	-101.464920
6892.089844	-102.159637
6893.554688	-98.886444
6895.019531	-97.845940
6896.484375	-101.770432
6897.949219	-106.162407
6899.414062	-99.767189
6900.878906	-97.187080
6902.343750	-102.153984
6903.808594	-99.621109
6905.273438	-106.231171
6906.738281	-105.602303
6908.203125	-101.624413
6909.667969	-103.203217
6911.132812	-113.431908
6912.597656	-100.095551
6914.062500	-100.278481
6915.527344	-103.944603
6916.992188	-101.645752
6918.457031	-103.860786
6919.921875	-99.336617
6921.386719	-110.203346
6922.851562	-102.494850
6924.316406	-101.261536
6925.781250	-99.140137
6927.246094	-100.179237
6928.710938	-99.459435
6930.175781	-103.402214
6931.640625	-104.447395
6933.105469	-101.046143
6934.570312	-112.223373
6936.035156	-114.057510
6937.500000	-108.041359
6938.964844	-97.069283
6940.429688	-109.730827
6941.894531	-107.514015
6943.359375	-102.347244
6944.824219	-100.095772
6946.289062	-98.105438
6947.753906	-104.188225
6949.218750	-105.480141
6950.683594	-98.591522
6952.148438	-105.794899
6953.613281	-111.085617
6955.078125	-98.332069
6956.542969	-98.887321
6958.007812	-99.761612
6959.472656	-101.973816
6960.937500	-114.039383
6962.402344	-96.335640
6963.867188	-100.468239
6965.332031	-104.426857
6966.796875	-104.741325
6968.261719	-101.222374
6969.726562	-115.305779
6971.191406	-100.067162
6972.656250	-104.485435
6974.121094	-98.638954
6975.585938	-99.578796
6977.050781	-104.233162
6978.515625	-103.027481
6979.980469	-100.065132
6981.445312	-98.722946
6982.910156	-105.775108
6984.375000	-110.177414
6985.839844	-100.698174
6987.304688	-100.159828
6988.769531	-99.472328
6990.234375	-111.331749
6991.699219	-100.936920
6993.164062	-100.908592
6994.628906	-100.815033
6996.093750	-101.168571
6997.558594	-110.280380
6999.023438	-96.663506
7000.488281	-105.473656
7001.953125	-106.056671
7003.417969	-102.306534
7004.882812	-117.131050
7006.347656	-98.835861
7007.812500	-102.808273
7009.277344	-116.842293
7010.742188	-107.324661
7012.207031	-99.227905
7013.671875	-98.852036
7015.136719	-102.125488
7016.601562	-102.465935
7018.066406	-101.698051
7019.531250	-102.875923
7020.996094	-104.663826
7022.460938	-100.424057
7023.925781	-103.766304
7025.390625	-106.684830
7026.855469	-99.719185
7028.320312	-103.519852
7029.785156	-96.843239
7031.250000	-94.866051
7032.714844	-98.017601
7034.179688	-92.621651
7035.644531	-95.628693
7037.109375	-110.535439
7038.574219	-95.210724
7040.039062	-98.665031
7041.503906	-103.948959
7042.968750	-102.106491
7044.433594	-101.800476
7045.898438	-102.878510
7047.363281	-99.429390
7048.828125	-104.884583
7050.292969	-102.587685
7051.757812	-100.584412
7053.222656	-109.617584
7054.687500	-102.356796
7056.152344	-98.904663
7057.617188	-111.487206
7059.082031	-112.721138
7060.546875	-99.466881
7062.011719	-102.769913
7063.476562	-102.105499
7064.941406	-105.804169
7066.406250	-96.361641
7067.871094	-105.216721
7069.335938	-102.412140
7070.800781	-96.501846
7072.265625	-111.621925
7073.730469	-95.015099
7075.195312	-101.790001
7076.660156	-103.494034
7078.125000	-101.665627
7079.589844	-97.780319
7081.054688	-96.277191
7082.519531	-94.533409
7083.984375	-102.763710
7085.449219	-100.576004
7086.914062	-95.090111
7088.378906	-103.274925
7089.843750	-97.857452
7091.308594	-123.993835
7092.773438	-96.476639
7094.238281	-111.105087
7095.703125	-96.687294
7097.167969	-102.345039
7098.632812	-98.998062
7100.097656	-106.859245
7101.562500	-103.058884
7103.027344	-104.569649
7104.492188	-106.760101
7105.957031	-100.813507
7107.421875	-96.567032
7108.886719	-101.583275
7110.351562	-103.454399
7111.816406	-100.466415
7113.281250	-97.849350
7114.746094	-105.780876
7116.210938	-116.324944
7117.675781	-97.045929
7119.140625	-99.785126
7120.605469	-102.901894
7122.070312	-107.702110
7123.535156	-96.141418
7125.000000	-99.829514
7126.464844	-102.724808
7127.929688	-104.474380
7129.394531	-99.423645
7130.859375	-99.721947
7132.324219	-98.010269
7133.789062	-111.331284
7135.253906	-107.699211
7136.718750	-104.871300
7138.183594	-102.049988
7139.648438	-119.529373
7141.113281	-102.934067
7142.578125	-101.119598
7144.042969	-99.099792
7145.507812	-109.082787
7146.972656	-101.858727
7148.437500	-102.095680
7149.902344	-100.379639
7151.367188	-124.467911
7152.832031	-104.145027
7154.296875	-104.778320
7155.761719	-99.387115
7157.226562	-106.010429
7158.691406	-98.583534
7160.156250	-99.515198
7161.621094	-96.138771
7163.085938	-100.231384
7164.550781	-100.904900
7166.015625	-112.383759
7167.480469	-101.532112
7168.945312	-105.181526
7170.410156	-101.824936
7171.875000	-105.775932
7173.339844	-102.882317
7174.804688	-96.507957
7176.269531	-99.187271
7177.734375	-97.203804
7179.199219	-111.296455
7180.664062	-97.807976
7182.128906	-108.100037
7183.593750	-101.193336
7185.058594	-103.689163
7186.523438	-105.830261
7187.988281	-99.601662
7189.453125	-105.069817
7190.917969	-102.535057
7192.382812	-102.870689
7193.847656	-97.824600
7195.312500	-98.766052
7196.777344	-104.843056
7198.242188	-106.558449
7199.707031	-101.964661
7201.171875	-105.187805
7202.636719	-102.908432
7204.101562	-102.431190
7205.566406	-100.389168
7207.031250	-95.833702
7208.496094	-97.065651
7209.960938	-100.486885
7211.425781	-106.671326
7212.890625	-102.457405
7214.355469	-101.625847
7215.820312	-101.147209
7217.285156	-109.323875
7218.750000	-99.843010
7220.214844	-108.224983
7221.679688	-97.588348
7223.144531	-97.482834
7224.609375	-101.538994
7226.074219	-100.205498
7227.539062	-108.981277
7229.003906	-101.221771
7230.468750	-109.031075
7231.933594	-98.509560
7233.398438	-103.490341
7234.863281	-113.161018
7236.328125	-100.641792
7237.792969	-103.270058
7239.257812	-109.135864
7240.722656	-98.038498
7242.187500	-115.450386
7243.652344	-99.985435
7245.117188	-98.154053
7246.582031	-100.590927
7248.046875	-101.875618
7249.511719	-114.527336
7250.976562	-101.677429
7252.441406	-100.215508
7253.906250	-107.101608
7255.371094	-103.386139
7256.835938	-110.416389
7258.300781	-100.439156
7259.765625	-103.595291
7261.230469	-98.434975
7262.695312	-106.402901
7264.160156	-98.829422
7265.625000	-100.190964
7267.089844	-105.571754
7268.554688	-106.005867
7270.019531	-100.060707
7271.484375	-99.516296
7272.949219	-113.309990
7274.414062	-99.735428
7275.878906	-105.134773
7277.343750	-106.970657
7278.808594	-105.365517
7280.273438	-97.496284
7281.738281	-104.320633
7283.203125	-105.162369
7284.667969	-98.728333
7286.132812	-97.605766
7287.597656	-99.208702
7289.062500	-108.205727
7290.527344	-100.861565
7291.992188	-106.626312
7293.457031	-105.659203
7294.921875	-99.976357
7296.386719	-102.390190
7297.851562	-100.237076
7299.316406	-101.599548
7300.781250	-109.237000
7302.246094	-106.767624
7303.710938	-102.453506
7305.175781	-99.089729
7306.640625	-99.695763
7308.105469	-108.510368
7309.570312	-98.402496
7311.035156	-110.425156
7312.500000	-113.903458
7313.964844	-102.035049
7315.429688	-95.939888
7316.894531	-103.493263
7318.359375	-100.497650
7319.824219	-98.394264
7321.289062	-98.793602
7322.753906	-104.362778
7324.218750	-102.046806
7325.683594	-114.719421
7327.148438	-101.362930
7328.613281	-97.530235
7330.078125	-100.420204
7331.542969	-101.188919
7333.007812	-99.776855
7334.472656	-104.711235
7335.937500	-98.891609
7337.402344	-125.180107
7338.867188	-97.876602
7340.332031	-99.545250
7341.796875	-97.689613
7343.261719	-104.058189
7344.726562	-101.642914
7346.191406	-104.538757
7347.656250	-102.017563
7349.121094	-100.102974
7350.585938	-103.958694
7352.050781	-104.096153
7353.515625	-97.106400
7354.980469	-99.132652
7356.445312	-102.635910
7357.910156	-109.893623
7359.375000	-104.053223
7360.839844	-105.881393
7362.304688	-101.567390
7363.769531	-105.627014
7365.234375	-100.188705
7366.699219	-103.570648
7368.164062	-107.275520
7369.628906	-101.548264
7371.093750	-100.592453
7372.558594	-101.484024
7374.023438	-96.154602
7375.488281	-103.600716
7376.953125	-101.868187
7378.417969	-97.850151
7379.882812	-99.272301
7381.347656	-98.317711
7382.812500	-104.999603
7384.277344	-104.157524
7385.742188	-114.296776
7387.207031	-97.115356
7388.671875	-106.823158
7390.136719	-102.080070
7391.601562	-101.151764
7393.066406	-108.046921
7394.531250	-108.150146
7395.996094	-100.267044
7397.460938	-101.409401
7398.925781	-102.433975
7400.390625	-101.310104
7401.855469	-102.341766
7403.320312	-97.214615
7404.785156	-107.603973
7406.250000	-104.118935
7407.714844	-105.751396
7409.179688	-100.823746
7410.644531	-102.549469
7412.109375	-100.194199
7413.574219	-102.026833
7415.039062	-101.778603
7416.503906	-106.936272
7417.968750	-104.981331
7419.433594	-109.768631
7420.898438	-95.968521
7422.363281	-102.711685
7423.828125	-100.217010
7425.292969	-105.431664
7426.757812	-99.715584
7428.222656	-100.284096
7429.687500	-98.016571
7431.152344	-100.038795
7432.617188	-109.474274
7434.082031	-100.178101
7435.546875	-106.059212
7437.011719	-106.999367
7438.476562	-103.052078
7439.941406	-99.440681
7441.406250	-103.019524
7442.871094	-103.694588
7444.335938	-100.131668
7445.800781	-105.652840
7447.265625	-121.324348
7448.730469	-99.105270
7450.195312	-105.123047
7451.660156	-104.363739
7453.125000	-97.289055
7454.589844	-97.736862
7456.054688	-98.093994
7457.519531	-100.996033
7458.984375	-106.237793
7460.449219	-99.072380
7461.914062	-111.750168
7463.378906	-109.563805
7464.843750	-101.722450
7466.308594	-106.497238
7467.773438	-99.177147
7469.238281	-102.808395
7470.703125	-99.773735
7472.167969	-102.528137
7473.632812	-94.920380
7475.097656	-99.476555
7476.562500	-113.809151
7478.027344	-102.998245
7479.492188	-101.783836
7480.957031	-103.131821
7482.421875	-103.551964
7483.886719	-99.680977
7485.351562	-101.411346
7486.816406	-103.562988
7488.281250	-103.688683
7489.746094	-109.509735
7491.210938	-101.620163
7492.675781	-95.576439
7494.140625	-111.574989
7495.605469	-108.050407
7497.070312	-107.554459
7498.535156	-104.104210
7500.000000	-100.094620
7501.464844	-98.919052
7502.929688	-103.145462
7504.394531	-109.250992
7505.859375	-99.885696
7507.324219	-101.095612
7508.789062	-98.856773
7510.253906	-105.753143
7511.718750	-97.426399
7513.183594	-107.141953
7514.648438	-101.466568
7516.113281	-103.114975
7517.578125	-101.507233
7519.042969	-102.112427
7520.507812	-122.986069
7521.972656	-95.751007
7523.437500	-107.738121
7524.902344	-106.153557
7526.367188	-99.491913
7527.832031	-101.607315
7529.296875	-115.496902
7530.761719	-97.639008
7532.226562	-96.165611
7533.691406	-113.309616
7535.156250	-108.726128
7536.621094	-95.600052
7538.085938	-100.542961
7539.550781	-99.357430
7541.015625	-103.255745
7542.480469	-101.048660
7543.945312	-102.853844
7545.410156	-101.627335
7546.875000	-103.101067
7548.339844	-105.067238
7549.804688	-104.834641
7551.269531	-99.950966
7552.734375	-100.477470
7554.199219	-100.581528
7555.664062	-98.727837
7557.128906	-111.655113
7558.593750	-100.914864
7560.058594	-98.317558
7561.523438	-104.331482
7562.988281	-102.219215
7564.453125	-111.313858
7565.917969	-100.900452
7567.382812	-114.073921
7568.847656	-107.396965
7570.312500	-99.005386
7571.777344	-101.031845
7573.242188	-103.898354
7574.707031	-108.724144
7576.171875	-99.661575
7577.636719	-101.469238
7579.101562	-98.694595
7580.566406	-104.106529
7582.031250	-103.022934
7583.496094	-104.124901
7584.960938	-102.685028
7586.425781	-97.921700
7587.890625	-110.593590
7589.355469	-109.864426
7590.820312	-106.121620
7592.285156	-96.882576
7593.750000	-100.684441
7595.214844	-100.317337
7596.679688	-104.380035
7598.144531	-118.498741
7599.609375	-123.747971
7601.074219	-99.995445
7602.539062	-103.958229
7604.003906	-98.951599
7605.468750	-110.413185
7606.933594	-109.148720
7608.398438	-99.215523
7609.863281	-110.843872
7611.328125	-98.307030
7612.792969	-108.732742
7614.257812	-101.753578
7615.722656	-116.513390
7617.187500	-102.387146
7618.652344	-98.936089
7620.117188	-116.068771
7621.582031	-113.299164
7623.046875	-103.325974
7624.511719	-101.516617
7625.976562	-105.171944
7627.441406	-104.947037
7628.906250	-103.416695
7630.371094	-99.945023
7631.835938	-99.839996
7633.300781	-101.982574
7634.765625	-106.833153
7636.230469	-108.483360
7637.695312	-100.730164
7639.160156	-102.044678
7640.625000	-98.223991
7642.089844	-108.401512
7643.554688	-100.979195
7645.019531	-100.081490
7646.484375	-102.080765
7647.949219	-110.792526
7649.414062	-103.039078
7650.878906	-107.464088
7652.343750	-103.320007
7653.808594	-108.524147
7655.273438	-103.181519
7656.738281	-106.927963
7658.203125	-101.948997
7659.667969	-110.698952
7661.132812	-102.825317
7662.597656	-99.999413
7664.062500	-103.347855
7665.527344	-99.341919
7666.992188	-101.789612
7668.457031	-107.845772
7669.921875	-102.822563
7671.386719	-100.745064
7672.851562	-104.989922
7674.316406	-104.343201
7675.781250	-102.585320
7677.246094	-106.808167
7678.710938	-103.640312
7680.175781	-105.400253
7681.640625	-104.166061
7683.105469	-106.483154
7684.570312	-107.253326
7686.035156	-100.695992
7687.500000	-104.541328
7688.964844	-106.510559
7690.429688	-102.353806
7691.894531	-103.557945
7693.359375	-118.877007
7694.824219	-104.304520
7696.289062	-101.658997
7697.753906	-99.566757
7699.218750	-111.974045
7700.683594	-98.909462
7702.148438	-103.078423
7703.613281	-99.013321
7705.078125	-102.226257
7706.542969	-112.499901
7708.007812	-107.316406
7709.472656	-97.822380
7710.937500	-106.710571
7712.402344	-100.502380
7713.867188	-107.638748
7715.332031	-104.998840
7716.796875	-98.824539
7718.261719	-100.490501
7719.726562	-102.801949
7721.191406	-96.869339
7722.656250	-99.956787
7724.121094	-100.056755
7725.585938	-110.498718
7727.050781	-99.468567
7728.515625	-102.855896
7729.980469	-113.876152
7731.445312	-104.198288
7732.910156	-110.220932
7734.375000	-100.077835
7735.839844	-102.557350
7737.304688	-125.910202
7738.769531	-101.350899
7740.234375	-102.022728
7741.699219	-102.109406
7743.164062	-100.914970
7744.628906	-100.406929
7746.093750	-102.538010
7747.558594	-105.737610
7749.023438	-99.862328
7750.488281	-101.645752
7751.953125	-108.832474
7753.417969	-98.626350
7754.882812	-101.176598
7756.347656	-103.031677
7757.812500	-99.888092
7759.277344	-103.713448
7760.742188	-99.061028
7762.207031	-102.620041
7763.671875	-105.154671
7765.136719	-107.128456
7766.601562	-112.512215
7768.066406	-103.615120
7769.531250	-106.460281
7770.996094	-99.652321
7772.460938	-100.457520
7773.925781	-106.705910
7775.390625	-106.555962
7776.855469	-102.637260
7778.320312	-103.208717
7779.785156	-112.021729
7781.250000	-102.253548
7782.714844	-117.583275
7784.179688	-105.477287
7785.644531	-105.510674
7787.109375	-101.145294
7788.574219	-103.072670
7790.039062	-114.585510
7791.503906	-105.861229
7792.968750	-106.602936
7794.433594	-99.747162
7795.898438	-102.963379
7797.363281	-108.327858
7798.828125	-101.119125
7800.292969	-99.653564
7801.757812	-104.453064
7803.222656	-115.120232
7804.687500	-98.995125
7806.152344	-102.874130
7807.617188	-100.957184
7809.082031	-118.516609
7810.546875	-101.603607
7812.011719	-102.085884
7813.476562	-102.244919
7814.941406	-106.235977
7816.406250	-105.803825
7817.871094	-103.697655
7819.335938	-102.266495
7820.800781	-101.382126
7822.265625	-100.306923
7823.730469	-108.620316
7825.195312	-103.854736
7826.660156	-102.881897
7828.125000	-107.984276
7829.589844	-106.785515
7831.054688	-102.369850
7832.519531	-100.227676
7833.984375	-99.280106
7835.449219	-101.535202
7836.914062	-102.656715
7838.378906	-99.502060
7839.843750	-102.011475
7841.308594	-104.248024
7842.773438	-113.572853
7844.238281	-102.693687
7845.703125	-100.426804
7847.167969	-109.536507
7848.632812	-98.515396
7850.097656	-102.638115
7851.562500	-106.074829
7853.027344	-102.630333
7854.492188	-109.833321
7855.957031	-103.638855
7857.421875	-98.624863
7858.886719	-97.766777
7860.351562	-103.072540
7861.816406	-117.164284
7863.281250	-100.538429
7864.746094	-101.174118
7866.210938	-101.106148
7867.675781	-117.742676
7869.140625	-98.410255
7870.605469	-100.135742
7872.070312	-107.020119
7873.535156	-99.513397
7875.000000	-105.774048
7876.464844	-107.348381
7877.929688	-104.521347
7879.394531	-100.184380
7880.859375	-103.387848
7882.324219	-100.113121
7883.789062	-101.632034
7885.253906	-101.870522
7886.718750	-104.924065
7888.183594	-104.841492
7889.648438	-103.027649
7891.113281	-100.131279
7892.578125	-100.435463
7894.042969	-101.437973
7895.507812	-98.494049
7896.972656	-105.305733
7898.437500	-100.681221
7899.902344	-117.473373
7901.367188	-96.424042
7902.832031	-109.046371
7904.296875	-97.771683
7905.761719	-100.712639
7907.226562	-101.747978
7908.691406	-100.689774
7910.156250	-100.142502
7911.621094	-104.594322
7913.085938	-101.052788
7914.550781	-108.184586
7916.015625	-110.476639
7917.480469	-97.893723
7918.945312	-98.942413
7920.410156	-100.127502
7921.875000	-106.531235
7923.339844	-100.529793
7924.804688	-107.203773
7926.269531	-112.129440
7927.734375	-104.667961
7929.199219	-124.831589
7930.664062	-99.481209
7932.128906	-104.541245
7933.593750	-104.005905
7935.058594	-99.753365
7936.523438	-103.905273
7937.988281	-104.676453
7939.453125	-101.145012
7940.917969	-102.960388
7942.382812	-112.840012
7943.847656	-108.635162
7945.312500	-111.619400
7946.777344	-104.872192
7948.242188	-102.164742
7949.707031	-103.455460
7951.171875	-106.047348
7952.636719	-104.560272
7954.101562	-101.225754
7955.566406	-112.377754
7957.031250	-99.783188
7958.496094	-116.525932
7959.960938	-102.377029
7961.425781	-108.583656
7962.890625	-100.770424
7964.355469	-99.000313
7965.820312	-103.768219
7967.285156	-98.918266
7968.750000	-96.434372
7970.214844	-105.585312
7971.679688	-103.412888
7973.144531	-100.321022
7974.609375	-117.597603
7976.074219	-98.833763
7977.539062	-102.854256
7979.003906	-98.313675
7980.468750	-108.460548
7981.933594	-104.759979
7983.398438	-106.441818
7984.863281	-107.529037
7986.328125	-104.680229
7987.792969	-103.471390
7989.257812	-99.424019
7990.722656	-100.748390
7992.187500	-109.559952
7993.652344	-108.489479
7995.117188	-98.704147
7996.582031	-103.900208
7998.046875	-101.741028
7999.511719	-100.674057
8000.976562	-108.026688
8002.441406	-104.703339
8003.906250	-106.969757
8005.371094	-103.397934
8006.835938	-105.013382
8008.300781	-97.173035
8009.765625	-115.271782
8011.230469	-106.006012
8012.695312	-114.229294
8014.160156	-108.227806
8015.625000	-103.864037
8017.089844	-105.153252
8018.554688	-99.811623
8020.019531	-99.779045
8021.484375	-103.381424
8022.949219	-108.459648
8024.414062	-102.838745
8025.878906	-99.607010
8027.343750	-108.853279
8028.808594	-97.108543
8030.273438	-108.852798
8031.738281	-101.959595
8033.203125	-105.322182
8034.667969	-103.616402
8036.132812	-109.449043
8037.597656	-102.157692
8039.062500	-105.491035
8040.527344	-103.130058
8041.992188	-100.811462
8043.457031	-101.579285
8044.921875	-99.713890
8046.386719	-102.719460
8047.851562	-105.661812
8049.316406	-102.567085
8050.781250	-97.747986
8052.246094	-103.014542
8053.710938	-103.973053
8055.175781	-130.252853
8056.640625	-106.528374
8058.105469	-102.631485
8059.570312	-100.889587
8061.035156	-98.669426
8062.500000	-113.870522
8063.964844	-101.937088
8065.429688	-109.661102
8066.894531	-100.638168
8068.359375	-117.872704
8069.824219	-98.370903
8071.289062	-102.303650
8072.753906	-104.155228
8074.218750	-105.834503
8075.683594	-102.185356
8077.148438	-103.968689
8078.613281	-97.827507
8080.078125	-104.659973
8081.542969	-104.748062
8083.007812	-107.218269
8084.472656	-104.477921
8085.937500	-110.784378
8087.402344	-106.450272
8088.867188	-104.802834
8090.332031	-106.327965
8091.796875	-102.858177
8093.261719	-104.309204
8094.726562	-107.208412
8096.191406	-109.543053
8097.656250	-111.548927
8099.121094	-100.870995
8100.585938	-100.055206
8102.050781	-106.828384
8103.515625	-104.075073
8104.980469	-109.023277
8106.445312	-111.994904
8107.910156	-99.640411
8109.375000	-101.467117
8110.839844	-108.149559
8112.304688	-101.176964
8113.769531	-103.093704
8115.234375	-104.737671
8116.699219	-106.380875
8118.164062	-99.141991
8119.628906	-103.172142
8121.093750	-102.370003
8122.558594	-104.631310
8124.023438	-104.926979
8125.488281	-98.564514
8126.953125	-102.493919
8128.417969	-101.241562
8129.882812	-108.286011
8131.347656	-97.954025
8132.812500	-97.197098
8134.277344	-117.973900
8135.742188	-107.320732
8137.207031	-104.796951
8138.671875	-102.785599
8140.136719	-103.024315
8141.601562	-113.601974
8143.066406	-99.555855
8144.531250	-111.264183
8145.996094	-103.486671
8147.460938	-100.102547
8148.925781	-101.792679
8150.390625	-102.189224
8151.855469	-113.414139
8153.320312	-102.579956
