Frequency (Hz)	Level (dB)
13573.242188	-101.502892
13574.707031	-108.013634
13576.171875	-106.286903
13577.636719	-103.920700
13579.101562	-102.236977
13580.566406	-107.442909
13582.031250	-109.058052
13583.496094	-107.020584
13584.960938	-117.482162
13586.425781	-107.032700
13587.890625	-119.954857
13589.355469	-106.406143
13590.820312	-107.800568
13592.285156	-116.883949
13593.750000	-105.088737
13595.214844	-106.384567
13596.679688	-109.479683
13598.144531	-105.305588
13599.609375	-106.465004
13601.074219	-107.410461
13602.539062	-110.732849
13604.003906	-109.811966
13605.468750	-103.731827
13606.933594	-104.729446
13608.398438	-106.146645
13609.863281	-106.712738
13611.328125	-106.905663
13612.792969	-104.806351
13614.257812	-102.564964
13615.722656	-98.395424
13617.187500	-111.459488
13618.652344	-112.632683
13620.117188	-100.817528
13621.582031	-110.075439
13623.046875	-103.264160
13624.511719	-114.219414
13625.976562	-105.726410
13627.441406	-106.591637
13628.906250	-107.494415
13630.371094	-102.300484
13631.835938	-105.146034
13633.300781	-108.818924
13634.765625	-110.675880
13636.230469	-109.221985
13637.695312	-101.246033
13639.160156	-99.185577
13640.625000	-101.836418
13642.089844	-129.034698
13643.554688	-104.214470
13645.019531	-103.131683
13646.484375	-102.268280
13647.949219	-111.093697
13649.414062	-103.111443
13650.878906	-104.789276
13652.343750	-103.621956
13653.808594	-114.897812
13655.273438	-110.820618
13656.738281	-105.179527
13658.203125	-103.852631
13659.667969	-111.936646
13661.132812	-99.800049
13662.597656	-102.601051
13664.062500	-110.340652
13665.527344	-110.583572
13666.992188	-103.017540
13668.457031	-109.378700
13669.921875	-105.288673
13671.386719	-105.732475
13672.851562	-103.125717
13674.316406	-111.714508
13675.781250	-105.604210
13677.246094	-105.086082
13678.710938	-103.099121
13680.175781	-111.750351
13681.640625	-108.635948
13683.105469	-103.295731
13684.570312	-103.805855
13686.035156	-108.144150
13687.500000	-103.269112
13688.964844	-116.853470
13690.429688	-104.912682
13691.894531	-101.873253
13693.359375	-105.119583
13694.824219	-105.940125
13696.289062	-105.356453
13697.753906	-101.684616
13699.218750	-111.654404
13700.683594	-105.652901
13702.148438	-107.913017
13703.613281	-103.457588
13705.078125	-105.337425
13706.542969	-103.414711
13708.007812	-101.812767
13709.472656	-102.621880
13710.937500	-106.065132
13712.402344	-102.180405
13713.867188	-106.077553
13715.332031	-115.985855
13716.796875	-102.121429
13718.261719	-100.278488
13719.726562	-102.107330
13721.191406	-101.505234
13722.656250	-102.116158
13724.121094	-107.262718
13725.585938	-101.781685
13727.050781	-106.197769
13728.515625	-109.999008
13729.980469	-99.499275
13731.445312	-110.809731
13732.910156	-102.254494
13734.375000	-108.133957
13735.839844	-102.991943
13737.304688	-107.411934
13738.769531	-113.720383
13740.234375	-102.890923
13741.699219	-110.271194
13743.164062	-103.375450
13744.628906	-109.254494
13746.093750	-105.030342
13747.558594	-108.126877
13749.023438	-105.214180
13750.488281	-115.718124
13751.953125	-106.542206
13753.417969	-114.028496
13754.882812	-104.734795
13756.347656	-104.031570
13757.812500	-102.547249
13759.277344	-101.569618
13760.742188	-103.706657
13762.207031	-109.675209
13763.671875	-109.094589
13765.136719	-113.518288
13766.601562	-101.578400
13768.066406	-107.695854
13769.531250	-105.111168
13770.996094	-105.864052
13772.460938	-99.657776
13773.925781	-106.953056
13775.390625	-106.817223
13776.855469	-102.425629
13778.320312	-98.169983
13779.785156	-104.151253
13781.250000	-110.842514
13782.714844	-112.555511
13784.179688	-108.857040
13785.644531	-109.242493
13787.109375	-102.870872
13788.574219	-113.769562
13790.039062	-105.717110
13791.503906	-107.127327
13792.968750	-107.080299
13794.433594	-112.860870
13795.898438	-113.651772
13797.363281	-106.725945
13798.828125	-112.238800
13800.292969	-104.784279
13801.757812	-106.997566
13803.222656	-110.845894
13804.687500	-102.023026
13806.152344	-104.673027
13807.617188	-104.272865
13809.082031	-108.226288
13810.546875	-107.024330
13812.011719	-102.574249
13813.476562	-102.335152
13814.941406	-106.677399
13816.406250	-100.785645
13817.871094	-114.359581
13819.335938	-118.864777
13820.800781	-108.953789
13822.265625	-105.737640
13823.730469	-108.126068
13825.195312	-106.502777
13826.660156	-105.786514
13828.125000	-104.480980
13829.589844	-106.700043
13831.054688	-102.992966
13832.519531	-110.589828
13833.984375	-101.863495
13835.449219	-119.333374
13836.914062	-105.039734
13838.378906	-111.783958
13839.843750	-116.044502
13841.308594	-103.330833
13842.773438	-98.620705
13844.238281	-110.023827
13845.703125	-110.178215
13847.167969	-108.651947
13848.632812	-118.993019
13850.097656	-111.329018
13851.562500	-103.435089
13853.027344	-108.985428
13854.492188	-102.212090
13855.957031	-104.431442
13857.421875	-111.223457
13858.886719	-102.547432
13860.351562	-103.449341
13861.816406	-102.515892
13863.281250	-104.681488
13864.746094	-103.120514
13866.210938	-115.592812
13867.675781	-110.225517
13869.140625	-118.490463
13870.605469	-102.343498
13872.070312	-112.649162
13873.535156	-101.888100
13875.000000	-102.856102
13876.464844	-112.370926
13877.929688	-100.521133
13879.394531	-107.269981
13880.859375	-102.293541
13882.324219	-105.015701
13883.789062	-104.975204
13885.253906	-108.386841
13886.718750	-111.020638
13888.183594	-101.141472
13889.648438	-107.642555
13891.113281	-115.110138
13892.578125	-108.903664
13894.042969	-106.788612
13895.507812	-112.410721
13896.972656	-106.608841
13898.437500	-109.373680
13899.902344	-101.727272
13901.367188	-99.539833
13902.832031	-105.675926
13904.296875	-112.055641
13905.761719	-110.867149
13907.226562	-108.169876
13908.691406	-111.195129
13910.156250	-112.081108
13911.621094	-110.115349
13913.085938	-110.780914
13914.550781	-104.454971
13916.015625	-104.111618
13917.480469	-101.595879
13918.945312	-104.247162
13920.410156	-111.467323
13921.875000	-106.223503
13923.339844	-107.961784
13924.804688	-101.700645
13926.269531	-106.735825
13927.734375	-117.861740
13929.199219	-102.776321
13930.664062	-116.356125
13932.128906	-103.638458
13933.593750	-99.977654
13935.058594	-104.152237
13936.523438	-98.682510
13937.988281	-107.037735
13939.453125	-105.603752
13940.917969	-110.781921
13942.382812	-97.184616
13943.847656	-110.181923
13945.312500	-115.545883
13946.777344	-110.805222
13948.242188	-104.365089
13949.707031	-137.969894
13951.171875	-105.123779
13952.636719	-104.381813
13954.101562	-111.674767
13955.566406	-103.263771
13957.031250	-98.280045
13958.496094	-116.866379
13959.960938	-103.895195
13961.425781	-104.814102
13962.890625	-105.490204
13964.355469	-131.719543
13965.820312	-103.640358
13967.285156	-110.613503
13968.750000	-102.626221
13970.214844	-107.868279
13971.679688	-115.197105
13973.144531	-105.147034
13974.609375	-107.932823
13976.074219	-112.319801
13977.539062	-106.257568
13979.003906	-110.425766
13980.468750	-104.063919
13981.933594	-105.328186
13983.398438	-105.607224
13984.863281	-111.887543
13986.328125	-101.278961
13987.792969	-101.300995
13989.257812	-104.010124
13990.722656	-113.577377
13992.187500	-110.693390
13993.652344	-115.716385
13995.117188	-99.520638
13996.582031	-99.330177
13998.046875	-105.999222
13999.511719	-107.186821
14000.976562	-108.978020
14002.441406	-106.970276
14003.906250	-107.046700
14005.371094	-104.455330
14006.835938	-106.725296
14008.300781	-109.483925
14009.765625	-108.944695
14011.230469	-106.219902
14012.695312	-113.240463
14014.160156	-110.607651
14015.625000	-101.855682
14017.089844	-106.093567
14018.554688	-108.916176
14020.019531	-102.964218
14021.484375	-112.243774
14022.949219	-104.895424
14024.414062	-105.489586
14025.878906	-105.686989
14027.343750	-112.046455
14028.808594	-106.978485
14030.273438	-106.068443
14031.738281	-104.408173
14033.203125	-113.579758
14034.667969	-109.455551
14036.132812	-105.074432
14037.597656	-104.022018
14039.062500	-104.046631
14040.527344	-111.696602
14041.992188	-109.609100
14043.457031	-104.049706
14044.921875	-126.826294
14046.386719	-104.445984
14047.851562	-106.563782
14049.316406	-106.461525
14050.781250	-107.199356
14052.246094	-99.029625
14053.710938	-102.733749
14055.175781	-100.749489
14056.640625	-109.214607
14058.105469	-115.389435
14059.570312	-130.015808
14061.035156	-110.417183
14062.500000	-107.867165
14063.964844	-106.975677
14065.429688	-111.520874
14066.894531	-113.838463
14068.359375	-107.344376
14069.824219	-103.478546
14071.289062	-113.819099
14072.753906	-113.059845
14074.218750	-106.042511
14075.683594	-106.577202
14077.148438	-108.250664
14078.613281	-111.008240
14080.078125	-104.014297
14081.542969	-102.134361
14083.007812	-103.121361
14084.472656	-103.663025
14085.937500	-102.932167
14087.402344	-119.102020
14088.867188	-114.626984
14090.332031	-103.543877
14091.796875	-104.714996
14093.261719	-102.883698
14094.726562	-112.431541
14096.191406	-108.843338
14097.656250	-103.148994
14099.121094	-110.636253
14100.585938	-112.178764
14102.050781	-108.525986
14103.515625	-102.379585
14104.980469	-101.250916
14106.445312	-115.273384
14107.910156	-102.242020
14109.375000	-106.169228
14110.839844	-101.583015
14112.304688	-102.298370
14113.769531	-107.093452
14115.234375	-103.899857
14116.699219	-108.889969
14118.164062	-108.765625
14119.628906	-106.729103
14121.093750	-105.094833
14122.558594	-111.992653
14124.023438	-102.816109
14125.488281	-109.925926
14126.953125	-98.876633
14128.417969	-103.676285
14129.882812	-106.576668
14131.347656	-102.020401
14132.812500	-113.711349
14134.277344	-109.266396
14135.742188	-104.558388
14137.207031	-108.821838
14138.671875	-103.260452
14140.136719	-99.310013
14141.601562	-111.648163
14143.066406	-111.696838
14144.531250	-106.736031
14145.996094	-105.157799
14147.460938	-106.358833
14148.925781	-104.011963
14150.390625	-106.671898
14151.855469	-104.249008
14153.320312	-106.674355
14154.785156	-111.303368
14156.250000	-116.852707
14157.714844	-117.060028
14159.179688	-107.047195
14160.644531	-117.837051
14162.109375	-102.234108
14163.574219	-101.686241
14165.039062	-102.407738
14166.503906	-101.908058
14167.968750	-106.639061
14169.433594	-118.693626
14170.898438	-107.449364
14172.363281	-103.448967
14173.828125	-117.305977
14175.292969	-107.873085
14176.757812	-107.442833
14178.222656	-105.558243
14179.687500	-104.361427
14181.152344	-104.101761
14182.617188	-103.445061
14184.082031	-107.876701
14185.546875	-102.835365
14187.011719	-105.670319
14188.476562	-113.558105
14189.941406	-111.302780
14191.406250	-106.682281
14192.871094	-107.194176
14194.335938	-104.816528
14195.800781	-112.893005
14197.265625	-101.769180
14198.730469	-105.567390
14200.195312	-106.436691
14201.660156	-111.532188
14203.125000	-103.540970
14204.589844	-105.307106
14206.054688	-100.614471
14207.519531	-111.301056
14208.984375	-119.486626
14210.449219	-106.339233
14211.914062	-113.854858
14213.378906	-103.028839
14214.843750	-111.088860
14216.308594	-101.221313
14217.773438	-104.050148
14219.238281	-110.897560
14220.703125	-121.009430
14222.167969	-113.435219
14223.632812	-100.884430
14225.097656	-103.589592
14226.562500	-106.087585
14228.027344	-112.105553
14229.492188	-100.396431
14230.957031	-97.673973
14232.421875	-108.432449
14233.886719	-126.708252
14235.351562	-101.195335
14236.816406	-101.650955
14238.281250	-104.568077
14239.746094	-107.992706
14241.210938	-104.471962
14242.675781	-101.105743
14244.140625	-103.673141
14245.605469	-106.111053
14247.070312	-107.984192
14248.535156	-123.270088
14250.000000	-101.891968
14251.464844	-109.976219
14252.929688	-102.337273
14254.394531	-107.804688
14255.859375	-119.893700
14257.324219	-103.626587
14258.789062	-103.874878
14260.253906	-110.256767
14261.718750	-102.084839
14263.183594	-103.466331
14264.648438	-103.160599
14266.113281	-106.816101
14267.578125	-106.663292
14269.042969	-102.306503
14270.507812	-105.874634
14271.972656	-109.884529
14273.437500	-127.708359
14274.902344	-106.930405
14276.367188	-110.376968
14277.832031	-106.253113
14279.296875	-112.331253
14280.761719	-107.831337
14282.226562	-111.702469
14283.691406	-102.328209
14285.156250	-106.658775
14286.621094	-105.764572
14288.085938	-100.993423
14289.550781	-102.310928
14291.015625	-100.447807
14292.480469	-111.782753
14293.945312	-105.986786
14295.410156	-114.335335
14296.875000	-102.717743
14298.339844	-100.888184
14299.804688	-104.617737
14301.269531	-117.375816
14302.734375	-104.019005
14304.199219	-105.227287
14305.664062	-112.920540
14307.128906	-112.272530
14308.593750	-106.031143
14310.058594	-104.673859
14311.523438	-105.052261
14312.988281	-113.578674
14314.453125	-102.267982
14315.917969	-101.413872
14317.382812	-106.973862
14318.847656	-116.715637
14320.312500	-105.466438
14321.777344	-109.083481
14323.242188	-99.307129
14324.707031	-102.560547
14326.171875	-102.791611
14327.636719	-107.004829
14329.101562	-106.597076
14330.566406	-106.248421
14332.031250	-100.325935
14333.496094	-108.307709
14334.960938	-104.707390
14336.425781	-112.337395
14337.890625	-101.611496
14339.355469	-105.510956
14340.820312	-108.600197
14342.285156	-115.972878
14343.750000	-104.215614
14345.214844	-109.904579
14346.679688	-105.297966
14348.144531	-106.091576
14349.609375	-102.435493
14351.074219	-103.633514
14352.539062	-101.154579
14354.003906	-104.335686
14355.468750	-101.770035
14356.933594	-100.623505
14358.398438	-99.690689
14359.863281	-123.926918
14361.328125	-107.760468
14362.792969	-105.244926
14364.257812	-105.486435
14365.722656	-103.455460
14367.187500	-109.553596
14368.652344	-100.875259
14370.117188	-103.536758
14371.582031	-111.232300
14373.046875	-116.802536
14374.511719	-106.076340
14375.976562	-104.354027
14377.441406	-108.316910
14378.906250	-111.076035
14380.371094	-103.732513
14381.835938	-108.025734
14383.300781	-108.157372
14384.765625	-107.826782
14386.230469	-101.525536
14387.695312	-106.882286
14389.160156	-124.885414
14390.625000	-103.603592
14392.089844	-111.699646
14393.554688	-109.452606
14395.019531	-109.771866
14396.484375	-104.725754
14397.949219	-108.125511
14399.414062	-102.706177
14400.878906	-108.348679
14402.343750	-107.751732
14403.808594	-102.711784
14405.273438	-106.664604
14406.738281	-100.250931
14408.203125	-105.536423
14409.667969	-110.050636
14411.132812	-111.059418
14412.597656	-104.823700
14414.062500	-112.821472
14415.527344	-99.741402
14416.992188	-114.919067
14418.457031	-106.804779
14419.921875	-104.162651
14421.386719	-107.461853
14422.851562	-122.544449
14424.316406	-106.312599
14425.781250	-123.426933
14427.246094	-117.236740
14428.710938	-106.893456
14430.175781	-106.321030
14431.640625	-111.238892
14433.105469	-109.648788
14434.570312	-105.386368
14436.035156	-103.796059
14437.500000	-109.211700
14438.964844	-101.399078
14440.429688	-101.256615
14441.894531	-113.115379
14443.359375	-102.821297
14444.824219	-102.985039
14446.289062	-115.803749
14447.753906	-104.799789
14449.218750	-105.947319
14450.683594	-112.517960
14452.148438	-113.898514
14453.613281	-106.106964
14455.078125	-104.532875
14456.542969	-102.410507
14458.007812	-110.468620
14459.472656	-99.800682
14460.937500	-104.664146
14462.402344	-109.143105
14463.867188	-111.863625
14465.332031	-104.769691
14466.796875	-100.962242
14468.261719	-105.574409
14469.726562	-106.917709
14471.191406	-102.757614
14472.656250	-99.122604
14474.121094	-107.402481
14475.585938	-110.190948
14477.050781	-106.268814
14478.515625	-104.498528
14479.980469	-103.704918
14481.445312	-103.226501
14482.910156	-105.773384
14484.375000	-108.526886
14485.839844	-112.306541
14487.304688	-98.999023
14488.769531	-103.824402
14490.234375	-111.472839
14491.699219	-99.435204
14493.164062	-100.765907
14494.628906	-108.009087
14496.093750	-110.831398
14497.558594	-105.397064
14499.023438	-104.431480
14500.488281	-103.468468
14501.953125	-117.287071
14503.417969	-115.610893
14504.882812	-101.672676
14506.347656	-105.167290
14507.812500	-100.725960
14509.277344	-109.249603
14510.742188	-105.844284
14512.207031	-107.482712
14513.671875	-111.681984
14515.136719	-101.472275
14516.601562	-108.095833
14518.066406	-102.666016
14519.531250	-106.585861
14520.996094	-103.134575
14522.460938	-106.823639
14523.925781	-112.744102
14525.390625	-107.020958
14526.855469	-101.407455
14528.320312	-111.185181
14529.785156	-108.076141
14531.250000	-119.233528
14532.714844	-110.197655
14534.179688	-102.815292
14535.644531	-101.427948
14537.109375	-110.470047
14538.574219	-99.781128
14540.039062	-106.376625
14541.503906	-111.169983
14542.968750	-116.278008
14544.433594	-102.666222
14545.898438	-103.319016
14547.363281	-108.858955
14548.828125	-104.558151
14550.292969	-100.495560
14551.757812	-103.663872
14553.222656	-105.617775
14554.687500	-108.817276
14556.152344	-110.688370
14557.617188	-103.963089
14559.082031	-103.822037
14560.546875	-102.329231
14562.011719	-106.170746
14563.476562	-101.853065
14564.941406	-101.606491
14566.406250	-101.135094
14567.871094	-114.307060
14569.335938	-107.935921
14570.800781	-107.060242
14572.265625	-108.973824
14573.730469	-105.488075
14575.195312	-100.197914
14576.660156	-109.908005
14578.125000	-105.693367
14579.589844	-103.475525
14581.054688	-101.026825
14582.519531	-100.530716
14583.984375	-115.208794
14585.449219	-111.647072
14586.914062	-103.612190
14588.378906	-102.522217
14589.843750	-106.489098
14591.308594	-106.370857
14592.773438	-101.229073
14594.238281	-99.421280
14595.703125	-103.121376
14597.167969	-109.370819
14598.632812	-112.226952
14600.097656	-108.220184
14601.562500	-106.030151
14603.027344	-104.792747
14604.492188	-104.993141
14605.957031	-103.769188
14607.421875	-107.847847
14608.886719	-103.935112
14610.351562	-110.992828
14611.816406	-105.942703
14613.281250	-104.348846
14614.746094	-109.408485
14616.210938	-108.079903
14617.675781	-110.207718
14619.140625	-99.811134
14620.605469	-111.637672
14622.070312	-118.980827
14623.535156	-102.880501
14625.000000	-117.526970
14626.464844	-102.987885
14627.929688	-107.937614
14629.394531	-130.418640
14630.859375	-102.364685
14632.324219	-103.819557
14633.789062	-106.909607
14635.253906	-109.012894
14636.718750	-108.405540
14638.183594	-115.725746
14639.648438	-109.702255
14641.113281	-105.259972
14642.578125	-108.446297
14644.042969	-105.861237
14645.507812	-106.301361
14646.972656	-110.171432
14648.437500	-103.202850
14649.902344	-110.619995
14651.367188	-108.517876
14652.832031	-108.313011
14654.296875	-106.555794
14655.761719	-119.647728
14657.226562	-106.435455
14658.691406	-105.876274
14660.156250	-106.663963
14661.621094	-107.444130
14663.085938	-112.574402
14664.550781	-103.166328
14666.015625	-103.328537
14667.480469	-102.899513
14668.945312	-127.649216
14670.410156	-105.779221
14671.875000	-104.523254
14673.339844	-110.909637
14674.804688	-102.045403
14676.269531	-104.310745
14677.734375	-103.400467
14679.199219	-105.297775
14680.664062	-115.524452
14682.128906	-110.701630
14683.593750	-102.482567
14685.058594	-112.441872
14686.523438	-101.114563
14687.988281	-112.491241
14689.453125	-102.783020
14690.917969	-108.037651
14692.382812	-103.877281
14693.847656	-119.331367
14695.312500	-121.603035
14696.777344	-110.696365
14698.242188	-104.608513
14699.707031	-104.516396
14701.171875	-113.359871
14702.636719	-128.427887
14704.101562	-99.875069
14705.566406	-108.061668
14707.031250	-108.705902
14708.496094	-109.599312
14709.960938	-107.657455
14711.425781	-107.966484
14712.890625	-105.843208
14714.355469	-97.616737
14715.820312	-110.720795
14717.285156	-105.822815
14718.750000	-108.370911
14720.214844	-101.996567
14721.679688	-103.977951
14723.144531	-110.043831
14724.609375	-107.302383
14726.074219	-111.632225
14727.539062	-112.586685
14729.003906	-117.529625
14730.468750	-114.237938
14731.933594	-101.616791
14733.398438	-110.022079
14734.863281	-115.283539
14736.328125	-107.786636
14737.792969	-104.757347
14739.257812	-107.647835
14740.722656	-105.890450
14742.187500	-104.248894
14743.652344	-101.825508
14745.117188	-102.195679
14746.582031	-108.255806
14748.046875	-100.269989
14749.511719	-108.364395
14750.976562	-112.669411
14752.441406	-99.864449
14753.906250	-105.540443
14755.371094	-105.489357
14756.835938	-107.451157
14758.300781	-110.728607
14759.765625	-112.747513
14761.230469	-99.551010
14762.695312	-111.684685
14764.160156	-104.916115
14765.625000	-105.975822
14767.089844	-107.512985
14768.554688	-108.493828
14770.019531	-117.669655
14771.484375	-103.803558
14772.949219	-109.143654
14774.414062	-122.645287
14775.878906	-102.624687
14777.343750	-107.808258
14778.808594	-119.129646
14780.273438	-110.444847
14781.738281	-100.463799
14783.203125	-107.310486
14784.667969	-107.995911
14786.132812	-113.979874
14787.597656	-106.597954
14789.062500	-103.270821
14790.527344	-105.560234
14791.992188	-106.825401
14793.457031	-107.065468
14794.921875	-114.081917
14796.386719	-122.313629
14797.851562	-107.418770
14799.316406	-103.008347
14800.781250	-103.108192
14802.246094	-98.860611
14803.710938	-118.815659
14805.175781	-106.016426
14806.640625	-105.471901
14808.105469	-105.596542
14809.570312	-115.645157
14811.035156	-104.640327
14812.500000	-111.624290
14813.964844	-104.690712
14815.429688	-103.298393
14816.894531	-107.316505
14818.359375	-101.037712
14819.824219	-103.203758
14821.289062	-106.123711
14822.753906	-108.037910
14824.218750	-107.160477
14825.683594	-103.113518
14827.148438	-109.030952
14828.613281	-105.366356
14830.078125	-109.677025
14831.542969	-100.769585
14833.007812	-105.069771
14834.472656	-102.993233
14835.937500	-102.710625
14837.402344	-106.569519
14838.867188	-103.397827
14840.332031	-105.327293
14841.796875	-111.519936
14843.261719	-107.628265
14844.726562	-111.981255
14846.191406	-104.250153
14847.656250	-105.962189
14849.121094	-102.283310
14850.585938	-102.067238
14852.050781	-105.205635
14853.515625	-106.252029
14854.980469	-110.332153
14856.445312	-107.001625
14857.910156	-104.303383
14859.375000	-104.546059
14860.839844	-108.000916
14862.304688	-101.302444
14863.769531	-106.997375
14865.234375	-111.959984
14866.699219	-100.397850
14868.164062	-101.793602
14869.628906	-104.269417
14871.093750	-114.566551
14872.558594	-109.444435
14874.023438	-104.039085
14875.488281	-106.306580
14876.953125	-102.341667
14878.417969	-110.636124
14879.882812	-113.429405
14881.347656	-108.617737
14882.812500	-104.245895
14884.277344	-108.175484
14885.742188	-107.941780
14887.207031	-107.664604
14888.671875	-108.945564
14890.136719	-104.005531
14891.601562	-106.105530
14893.066406	-102.450867
14894.531250	-111.851273
14895.996094	-103.599815
14897.460938	-107.569664
14898.925781	-104.710854
14900.390625	-106.275414
14901.855469	-114.704010
14903.320312	-104.807648
14904.785156	-99.628784
14906.250000	-115.102234
14907.714844	-110.164360
14909.179688	-125.912277
14910.644531	-108.641022
14912.109375	-106.008064
14913.574219	-108.051598
14915.039062	-105.238853
14916.503906	-103.092331
14917.968750	-106.477325
14919.433594	-107.526939
14920.898438	-115.556381
14922.363281	-106.413971
14923.828125	-105.134888
14925.292969	-108.188385
14926.757812	-110.445389
14928.222656	-106.158653
14929.687500	-105.662132
14931.152344	-113.539879
14932.617188	-106.744049
14934.082031	-110.334785
14935.546875	-111.646980
14937.011719	-105.410400
14938.476562	-110.317970
14939.941406	-112.069038
14941.406250	-107.778206
14942.871094	-112.207214
14944.335938	-101.541763
14945.800781	-106.978516
14947.265625	-105.680496
14948.730469	-104.769241
14950.195312	-120.697845
14951.660156	-105.573738
14953.125000	-105.331718
14954.589844	-107.513351
14956.054688	-108.525986
14957.519531	-99.911919
14958.984375	-108.799850
14960.449219	-105.418915
14961.914062	-102.740913
14963.378906	-106.858376
14964.843750	-110.438599
14966.308594	-109.953751
14967.773438	-102.731438
14969.238281	-107.330620
14970.703125	-106.640533
14972.167969	-111.933395
14973.632812	-106.616058
14975.097656	-117.759903
14976.562500	-105.839088
14978.027344	-100.869621
14979.492188	-106.487534
14980.957031	-102.704178
14982.421875	-99.406281
14983.886719	-105.973717
14985.351562	-121.925064
14986.816406	-110.558456
14988.281250	-107.476990
14989.746094	-101.766090
14991.210938	-110.125404
14992.675781	-106.353027
14994.140625	-100.354553
14995.605469	-104.131935
14997.070312	-101.038071
14998.535156	-101.605728
15000.000000	-101.584152
15001.464844	-100.523621
15002.929688	-106.905289
15004.394531	-111.833611
15005.859375	-105.473457
15007.324219	-116.974876
15008.789062	-105.076263
15010.253906	-104.898552
15011.718750	-114.401787
15013.183594	-108.430069
15014.648438	-105.245590
15016.113281	-115.028786
15017.578125	-109.999924
15019.042969	-100.868835
15020.507812	-102.580933
15021.972656	-102.498833
15023.437500	-107.378387
15024.902344	-108.111549
15026.367188	-105.279129
15027.832031	-105.656937
15029.296875	-108.364670
15030.761719	-107.049103
15032.226562	-107.118736
15033.691406	-109.348953
15035.156250	-109.821198
15036.621094	-105.999474
15038.085938	-105.089668
15039.550781	-106.807365
15041.015625	-105.670677
15042.480469	-102.632500
15043.945312	-110.551056
15045.410156	-106.923988
15046.875000	-110.984802
15048.339844	-115.648727
15049.804688	-117.322189
15051.269531	-104.076065
15052.734375	-100.803108
15054.199219	-102.670998
15055.664062	-104.273102
15057.128906	-102.174156
15058.593750	-105.102943
15060.058594	-106.732727
15061.523438	-109.709106
15062.988281	-106.944542
15064.453125	-102.210648
15065.917969	-106.525742
15067.382812	-106.806732
15068.847656	-109.801971
15070.312500	-103.725517
15071.777344	-106.732903
15073.242188	-105.808365
15074.707031	-112.172569
15076.171875	-108.545471
15077.636719	-105.261604
15079.101562	-108.281975
15080.566406	-116.558174
15082.031250	-104.257156
15083.496094	-105.925247
15084.960938	-114.175552
15086.425781	-111.329010
15087.890625	-112.179298
15089.355469	-112.397614
15090.820312	-107.564636
15092.285156	-110.537613
15093.750000	-107.527992
15095.214844	-116.626991
15096.679688	-106.821396
15098.144531	-129.538605
15099.609375	-105.052322
15101.074219	-106.300179
15102.539062	-114.372841
15104.003906	-103.209671
15105.468750	-106.217293
15106.933594	-108.296951
15108.398438	-103.047768
15109.863281	-106.292702
15111.328125	-104.834290
15112.792969	-105.173317
15114.257812	-104.094887
15115.722656	-105.437798
15117.187500	-102.077972
15118.652344	-103.632660
15120.117188	-102.656548
15121.582031	-124.198914
15123.046875	-107.931221
15124.511719	-108.958481
15125.976562	-106.190758
15127.441406	-109.407860
15128.906250	-103.372536
15130.371094	-102.930817
15131.835938	-103.676025
15133.300781	-103.176071
15134.765625	-109.458122
15136.230469	-107.530579
15137.695312	-112.824066
15139.160156	-100.408455
15140.625000	-106.175034
15142.089844	-104.728065
15143.554688	-116.581146
15145.019531	-120.218521
15146.484375	-106.934036
15147.949219	-104.847855
15149.414062	-103.020027
15150.878906	-109.302872
15152.343750	-107.926163
15153.808594	-104.641243
15155.273438	-102.902550
15156.738281	-100.028763
15158.203125	-102.906578
15159.667969	-103.101357
15161.132812	-99.023071
15162.597656	-106.201988
15164.062500	-107.953407
15165.527344	-108.473557
15166.992188	-104.415321
15168.457031	-116.845528
15169.921875	-100.937622
15171.386719	-100.868195
15172.851562	-112.239067
15174.316406	-102.173409
15175.781250	-98.326996
15177.246094	-105.868759
15178.710938	-106.454041
15180.175781	-108.813499
15181.640625	-99.532677
15183.105469	-113.618019
15184.570312	-103.258064
15186.035156	-110.732758
15187.500000	-101.522385
15188.964844	-108.181786
15190.429688	-109.639420
15191.894531	-105.857918
15193.359375	-108.130524
15194.824219	-106.344711
15196.289062	-99.804131
15197.753906	-109.178726
15199.218750	-101.488319
15200.683594	-108.106689
15202.148438	-102.554184
15203.613281	-116.542198
15205.078125	-110.263596
15206.542969	-113.996552
15208.007812	-104.467072
15209.472656	-112.506104
15210.937500	-118.483482
15212.402344	-112.583145
15213.867188	-105.187096
15215.332031	-100.025070
15216.796875	-108.280701
15218.261719	-103.800941
15219.726562	-115.679459
15221.191406	-108.324699
15222.656250	-102.518013
15224.121094	-102.807953
15225.585938	-104.635414
15227.050781	-104.885208
15228.515625	-103.985931
15229.980469	-105.132797
15231.445312	-104.768234
15232.910156	-116.321129
15234.375000	-106.752472
15235.839844	-108.709251
15237.304688	-108.494308
15238.769531	-111.160263
15240.234375	-106.593094
15241.699219	-112.101196
15243.164062	-120.992096
15244.628906	-104.734177
15246.093750	-115.000977
15247.558594	-113.333397
15249.023438	-111.082954
15250.488281	-102.925674
15251.953125	-104.766014
15253.417969	-104.478882
15254.882812	-108.282265
15256.347656	-106.325500
15257.812500	-104.569267
15259.277344	-109.260994
15260.742188	-105.177750
15262.207031	-107.782188
15263.671875	-101.981361
15265.136719	-102.746399
15266.601562	-102.837265
15268.066406	-103.892204
15269.531250	-113.506378
15270.996094	-107.121201
15272.460938	-105.320320
15273.925781	-100.371223
15275.390625	-106.509438
15276.855469	-103.842819
15278.320312	-102.151764
